Log(g),log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
9.3,4.7,1.28,0.04604,0.004209,ONe,-1.0,0.0,0.0,7.2397,11.7135,11.5335,12.0546,11.0177,11.4605,11.9998,12.3636,12.7351,11.5216,12.0019,12.3879,12.6821,12.9004,10.2357,11.4794,11.755,11.9169,12.0915,12.5372,12.6856,12.8164,9.5391,10.1811,50118.72336272725,45514226.64829653,87957657.23197173,16574287.654045293,127197219.69513679,125074766.47681996,35089858.468479045,14018534.268699361,6010404.6874550935,109802593.9185515,34699570.5898535,13453446.062022198,6781155.518117438,4371688.775028367
9.3,4.68,1.279,0.05763,0.004209,ONe,-1.08,0.0,0.0,7.44,11.8091,11.6342,12.1428,11.1339,11.5626,12.0898,12.4521,12.8189,11.6201,12.0929,12.4786,12.7659,12.9849,10.3525,11.5851,11.8485,12.0069,12.1791,12.6171,12.7622,12.8902,9.7161,10.3268,47863.0092322638,41678028.552301124,80166634.79543799,15281108.943419175,114287206.77426276,113849125.93133216,32298445.20019109,12921192.82626701,5563956.353845348,100279601.57560109,31909801.337540004,12375237.483381249,6277456.3932762975,4044354.6926708813
9.3,4.66,1.279,0.07075,0.004208,ONe,-1.16,0.0,0.0,7.6404,11.9187,11.7497,12.238,11.2706,11.6778,12.1931,12.5477,12.9084,11.7327,12.1954,12.5738,12.8556,13.0708,10.488,11.7046,11.9548,12.1085,12.2709,12.6967,12.8354,12.9597,9.9223,10.5005,45708.818961487515,37694115.50787286,72110754.9809835,14004940.277048677,100814733.80169412,102436820.45505948,29381096.91604343,11837745.445354534,5126135.759197127,90443839.15735643,29048953.3808913,11341746.368720613,5782426.134587199,3738484.855892796
9.3,4.64,1.279,0.08556,0.004208,ONe,-1.24,0.0,0.0,7.8407,12.0102,11.8444,12.3172,11.3843,11.7729,12.2787,12.6277,12.985,11.8269,12.2809,12.6523,12.9344,13.1473,10.6006,11.803,12.0428,12.1924,12.3502,12.7666,12.9033,13.0257,10.0937,10.6441,43651.58322401656,34647631.92346032,66087609.43048695,13019708.50856584,90791252.56656803,93846069.90334788,27153636.865315907,10996867.613991652,4776943.490171463,82927579.43413426,26849146.809620034,10550667.365256598,5377619.79478782,3484140.2260266347
9.3,4.62,1.278,0.10222,0.004208,ONe,-1.32,0.0,0.0,8.041,12.0983,11.9368,12.3939,11.493,11.8661,12.3613,12.704,13.0577,11.9174,12.3639,12.7293,13.0064,13.2178,10.7081,11.9004,12.1273,12.2745,12.4245,12.8316,12.9629,13.0817,10.2705,10.7824,41686.93834703355,31947255.646178246,60695996.0140813,12131688.794842789,82141760.70801438,86126359.42428227,25164482.618746817,10250593.156565534,4467557.0155721605,76295511.50372335,24873132.856558856,9828334.548539339,5032573.121460581,3265093.5253119683
9.3,4.6,1.278,0.12098,0.004208,ONe,-1.4,0.0,0.0,8.2412,12.1788,12.0222,12.4678,11.5945,11.9507,12.4366,12.7767,13.1272,12.001,12.4385,12.802,13.0762,13.286,10.8095,11.9874,12.2061,12.3485,12.4964,12.8956,13.0235,13.1383,10.4348,10.9112,39810.71705534969,29664262.601372167,56104803.098280534,11333427.248577045,74810749.83116955,79670233.48019522,23478373.420621008,9586696.904540183,4190541.0927777328,70641349.78822091,23221511.7580503,9191786.558509428,4719218.587885812,3066306.9383471725
9.3,4.58,1.278,0.14199,0.004207,ONe,-1.481,0.0,0.0,8.4415,12.2629,12.1101,12.5386,11.6979,12.041,12.5163,12.8466,13.1943,12.0871,12.5173,12.8742,13.1433,13.3505,10.9129,12.083,12.2849,12.4271,12.5653,12.9565,13.0784,13.1904,10.5961,11.0404,38018.93963205613,27466289.62745601,51766223.2294364,10623012.668736596,68047229.20231569,73347029.20070362,21827019.879852984,8993224.502800481,3941273.2162578306,65286806.74113724,21606127.165462814,8604514.471652078,4438503.145609647,2890826.7447114927
9.3,4.56,1.277,0.16764,0.004207,ONe,-1.561,0.0,0.0,8.6418,12.3405,12.1939,12.6081,11.7965,12.1245,12.5903,12.9163,13.2595,12.1697,12.5916,12.9404,13.2096,13.4159,11.0112,12.1699,12.3605,12.4989,12.6322,13.0152,13.1339,13.2442,10.7497,11.1656,36307.8054770101,25571723.230789922,47921067.154290326,9964320.760154488,62139885.11257914,67917630.8535115,20388930.430014193,8434035.701837948,3711560.48176591,60504186.66272154,20177015.510796014,8095550.184843734,4175577.3391547846,2721836.6897615506
9.3,4.54,1.274,0.21084,0.004208,ONe,-1.642,0.0,0.0,8.8446,12.4145,12.2718,12.6705,11.8922,12.2039,12.657,12.9785,13.3179,12.246,12.6586,13.0043,13.2691,13.4732,11.1052,12.2519,12.4316,12.5667,12.6934,13.0677,13.1861,13.2925,10.9024,11.288,34673.685045253165,23875559.46793474,44582050.813951656,9403320.985515298,56870102.06937364,63098072.085524715,19164963.909043964,7960658.5562597625,3515524.296173475,56371421.83243924,18960530.728079796,7629216.3545657955,3951027.875483086,2580688.7328616977
9.3,4.52,1.265,0.27438,0.004214,ONe,-1.725,0.0,0.0,9.0521,12.48,12.342,12.7249,11.9771,12.2736,12.7177,13.0342,13.3704,12.3152,12.7179,13.0596,13.3222,13.5223,11.1901,12.3261,12.4938,12.6244,12.7459,13.1151,13.2298,13.336,11.0505,11.4055,33113.112148259075,22413823.968861606,41671817.483583316,8918332.518206919,52442864.7472033,59006314.49245781,18071342.020286202,7541042.641813236,3340046.4261751357,52740153.41005111,17901642.88864234,7229734.200278617,3751737.925538073,2459563.420641737
9.3,4.5,1.263,0.31824,0.004218,ONe,-1.806,0.0,0.0,9.2545,12.5448,12.4109,12.7799,12.0634,12.3435,12.7766,13.0879,13.4212,12.3829,12.7784,13.1127,13.3732,13.5724,11.2747,12.3985,12.5562,12.6832,12.7995,13.16,13.2727,13.379,11.2021,11.5214,31622.776601683792,21075207.95072841,39035374.83599523,8461737.969792744,48343970.83075695,55222288.60849183,17084659.089347996,7163533.69983013,3181327.7608451666,49458085.43843031,16899303.3219121,6871605.879023398,3572797.527923973,2344196.0898561375
9.3,4.48,1.262,0.35808,0.004219,ONe,-1.886,0.0,0.0,9.4554,12.5879,12.4579,12.8127,12.1152,12.3919,12.8163,13.1207,13.4492,12.4294,12.8181,13.1448,13.4012,13.5972,11.3271,12.4476,12.5993,12.7222,12.8282,13.1846,13.2965,13.4029,11.3459,11.612,30199.51720402019,20245381.669552807,37363921.76575844,8206040.814200286,46069809.7978523,52789615.82314459,16463433.632167324,6947065.735733844,3098863.989384732,47362149.08338051,16284817.696106648,6668257.200854182,3480186.3979287087,2290171.665836711
9.3,4.46,1.261,0.3995,0.004221,ONe,-1.967,0.0,0.0,9.6563,12.6483,12.522,12.8659,12.1997,12.458,12.8729,13.174,13.4997,12.4942,12.8738,13.1995,13.4524,13.6495,11.4105,12.517,12.6595,12.7769,12.8825,13.2312,13.3402,13.4447,11.5026,11.7287,28840.31503126606,19131733.16516691,35188503.74365469,7806242.152559141,42579912.603265435,49624580.43090918,15612367.432452539,6607995.747170789,2955227.1070959163,44575861.66427127,15455791.398227679,6334621.771463845,3316735.5958484737,2180401.0560427103
9.3,4.44,1.26,0.44512,0.004221,ONe,-2.047,0.0,0.0,9.8569,12.68,12.5548,12.8911,12.2361,12.4912,12.9023,13.1986,13.5226,12.5264,12.9023,13.2226,13.4746,13.6712,11.4468,12.5506,12.6898,12.8049,12.9064,13.2505,13.3584,13.4641,11.6198,11.7909,27542.28703338169,18581223.83639243,34141358.70621778,7627145.285781366,41176057.87820446,48130109.29511768,15195281.979837943,6459958.898516009,2893549.136718716,43273273.239250414,15055363.565985667,6201270.690597393,3249607.0759614627,2137255.206370573
9.3,4.42,1.259,0.50005,0.004217,ONe,-2.127,0.0,0.0,10.0579,12.7043,12.5826,12.9123,12.2659,12.5185,12.9249,13.2199,13.5409,12.5545,12.9267,13.2439,13.4947,13.6904,11.4769,12.5788,12.7141,12.8275,12.9257,13.2694,13.375,13.4809,11.7094,11.8367,26302.679918953814,18204460.685571328,33341436.156854577,7493859.069078782,40137310.48429029,47024084.611474425,14910502.023092039,6346484.987682498,2850587.4186156224,42247717.38078966,14748734.233000878,6092340.8276595725,3196055.80695768,2103777.8874314707
9.3,4.4,1.257,0.55936,0.004211,ONe,-2.208,0.0,0.0,10.2591,12.7391,12.6188,12.9406,12.3081,12.556,12.9594,13.2494,13.5693,12.5909,12.9593,13.2734,13.5215,13.7164,11.518,12.6179,12.75,12.8605,12.9526,13.2948,13.399,13.5055,11.8181,11.9006,25118.864315095823,17680499.75226889,32340074.943479322,7321873.825300829,38717293.18459091,45557204.760865174,14485349.73153867,6193982.532423985,2784909.4777504154,40971321.16081625,14353290.311868256,5945945.313246003,3127022.9827508037,2059854.7872587873
9.3,4.38,1.256,0.62012,0.004207,ONe,-2.288,0.0,0.0,10.4599,12.8059,12.6898,12.9998,12.398,12.6278,13.0203,13.3078,13.6264,12.66,13.0195,13.3319,13.5794,13.7708,11.6062,12.6918,12.8142,12.9195,13.0134,13.3462,13.449,13.5532,11.9822,12.0212,23988.329190194898,16657123.100750146,30350544.074282307,6946526.541314395,35708404.5176418,42723077.42018069,13721274.226004565,5880786.802086349,2647259.6615288337,38518150.634147994,13604949.305370066,5644771.538290066,2970274.125234532,1962917.5771660665
9.3,4.36,1.255,0.68434,0.004202,ONe,-2.368,0.0,0.0,10.6608,12.8682,12.7563,13.055,12.4766,12.6954,13.0778,13.363,13.6753,12.7266,13.0787,13.3869,13.6294,13.8205,11.6849,12.7616,12.8759,12.9776,13.0639,13.394,13.4944,13.5981,12.1497,12.1329,22908.676527677748,15765687.836528273,28615372.828587487,6617906.504443274,33293800.576739654,40239766.87875638,13044498.04124512,5602583.823340205,2536702.108499951,36312684.39980611,12913675.103558771,5378724.464019346,2843344.354939141,1879554.7974605784
9.3,4.34,1.254,0.74968,0.004198,ONe,-2.449,0.0,0.0,10.8616,12.9418,12.8341,13.1175,12.5663,12.7742,13.1481,13.4255,13.7366,12.8045,13.1499,13.4501,13.6906,13.8798,11.7736,12.8431,12.9506,13.0465,13.1277,13.453,13.552,13.654,12.3339,12.2611,21877.616239495517,14760468.790822519,26687422.81647876,6259618.349121867,30712176.96310792,37494078.44674619,12249957.995753461,5299264.42441087,2402020.433497375,33863011.86518108,12117055.117593199,5084245.640218521,2692630.045638117,1783044.6534735516
9.3,4.32,1.254,0.81653,0.004194,ONe,-2.529,0.0,0.0,11.0623,13.023,12.9191,13.1883,12.6631,12.8602,13.2249,13.4965,13.8049,12.8904,13.2243,13.5211,13.7589,13.9471,11.8693,12.9293,13.0345,13.1209,13.1972,13.5209,13.6186,13.7191,12.5294,12.3971,20892.96130854041,13722971.679781828,24724906.194243304,5875649.368104552,28146125.367139045,34704892.21572745,11435169.746661482,4973287.967629301,2259876.540255781,31346827.86181219,11336137.360308746,4771495.747691706,2533288.8042362095,1679075.5426261965
9.3,4.3,1.253,0.88345,0.004192,ONe,-2.609,0.0,0.0,11.2627,13.1099,13.009,13.2688,12.7627,12.9525,13.3072,13.5765,13.8828,12.9817,13.3082,13.5997,13.8366,14.0248,11.9695,13.0246,13.122,13.2018,13.277,13.5937,13.6943,13.7903,12.7342,12.5433,19952.62314968879,12679510.024610858,22781848.364376023,5460974.838068507,25703538.919112835,31906928.875958737,10610526.151084984,4624426.818835525,2105421.328180169,28846153.042649426,10503146.035268828,4442514.4125477895,2360581.548237772,1564604.3741213991
9.3,4.28,1.253,0.95087,0.004192,ONe,-2.689,0.0,0.0,11.4628,13.2081,13.1099,13.3599,12.8699,13.0505,13.4016,13.6683,13.9711,13.0813,13.4026,13.6929,13.9263,14.1127,12.0753,13.1223,13.2232,13.2959,13.3683,13.6865,13.7775,13.8704,12.9478,12.6932,19054.607179632483,11583037.74057116,20760076.850853227,5021461.941949428,23286966.695314076,29153117.581560127,9726955.299764408,4249500.759175061,1940970.8722904723,26317698.26115468,9628517.053464917,4077076.3595822896,2173396.723912747,1442927.5982579913
9.3,4.26,1.253,1.0208,0.004191,ONe,-2.769,0.0,0.0,11.6629,13.3056,13.2106,13.45,12.9837,13.154,13.4945,13.7592,14.0578,13.1843,13.4965,13.7835,14.0138,14.197,12.1883,13.2256,13.3233,13.3875,13.4584,13.7666,13.8566,13.9437,13.1749,12.8544,18197.008586099826,10593261.609313799,18930242.75130038,4623782.551489352,20979742.2521464,26515036.575215697,8933551.520549329,3910075.447227887,1792859.4487067836,23947221.410642657,8835001.55379256,3752460.001839969,2006070.6979950161,1335770.2488353858
9.3,4.24,1.253,1.0933,0.00419,ONe,-2.849,0.0,0.0,11.863,13.4094,13.3191,13.5439,13.1016,13.2616,13.5949,13.8547,14.1487,13.2923,13.5974,13.8795,14.1057,14.2847,12.3042,13.3343,13.4323,13.486,13.5522,13.8519,13.9347,14.0162,13.4106,13.0219,17378.00828749376,9632011.07808274,17138131.02913297,4242722.991664389,18829874.43911833,24024784.80334767,8148382.776047624,3582551.2606487153,1649656.4905441261,21690142.50444224,8054784.134330487,3436555.383994378,1844138.3956438338,1232704.672276689
9.3,4.22,1.253,1.16822,0.00419,ONe,-2.929,0.0,0.0,12.0631,13.5107,13.4251,13.6353,13.2224,13.3694,13.6919,13.9463,14.2345,13.3999,13.6954,13.9682,14.1926,14.3675,12.4244,13.4422,13.5369,13.5828,13.6417,13.9298,14.0051,14.0819,13.656,13.1944,16595.869074375598,8773986.733606527,15544024.026875786,3900180.238732672,16847188.071180087,21754019.137826934,7451975.5636514425,3292701.8917540233,1524310.7768577326,19643659.853145685,7359594.835188153,3166965.6103341337,1702289.8517941274,1142191.8108190137
9.3,4.2,1.253,1.24595,0.00419,ONe,-3.009,0.0,0.0,12.2632,13.6113,13.5305,13.721,13.3459,13.476,13.7856,14.032,14.3148,13.5066,13.7897,14.0542,14.2728,14.4452,12.5462,13.5521,13.64,13.6741,13.7254,14.002,14.0705,14.1435,13.9124,13.3734,15848.93192461114,7997550.174450977,14105986.338352174,3604165.1044397377,15035830.59827901,19719663.794018812,6835832.65012888,3042793.0329288268,1415642.2642490494,17805017.519570813,6747360.368955875,2925791.3220469006,1581078.7805725092,1063307.903752895
9.3,4.18,1.252,1.32612,0.004189,ONe,-3.089,0.0,0.0,12.4633,13.7086,13.6359,13.8035,13.4718,13.5837,13.8779,14.1159,14.3916,13.6123,13.8805,14.1389,14.3502,14.5191,12.6696,13.6616,13.7389,13.7635,13.8057,14.068,14.1311,14.199,14.1805,13.5564,15135.612484362071,7315504.783399774,12807099.514108852,3342042.763956966,13395987.983162973,17865979.505865436,6281722.501735434,2817862.1163466424,1319595.55905222,16161055.828891762,6208993.871278794,2707513.761287495,1472993.5166765382,993816.8761394132
9.3,4.16,1.252,1.40585,0.004189,ONe,-3.169,0.0,0.0,12.6634,13.8049,13.7421,13.8832,13.6008,13.6913,13.9669,14.1952,14.4648,13.7166,13.9694,14.2182,14.4248,14.5896,12.7975,13.7726,13.8371,13.8492,13.8843,14.1319,14.1886,14.2517,14.4635,13.7484,14454.39770745928,6694594.842793551,11613704.833985887,3105503.354647274,11895282.192375252,16180309.755208574,5787336.666693258,2619387.425867824,1233561.6105245156,14680800.282031193,5720858.831023292,2516811.4012886384,1375184.077707222,931335.9500829034
9.3,4.14,1.252,1.4899,0.004189,ONe,-3.249,0.0,0.0,12.8634,13.9043,13.8494,13.9634,13.7363,13.8019,14.0572,14.2748,14.538,13.8257,14.0612,14.2978,14.4992,14.6592,12.9309,13.8866,13.9389,13.9384,13.9622,14.1961,14.2451,14.3039,14.7582,13.9469,13803.842646028837,6108918.041964742,10520848.918854335,2884376.859707311,10499648.233660312,14613250.582473267,5325479.868670399,2434219.507016908,1153136.8353897436,13277298.848096238,5257039.390600286,2338894.715610708,1284105.882002614,873506.9550642279
9.3,4.12,1.252,1.57941,0.004189,ONe,-3.329,0.0,0.0,13.0635,14.0027,13.9573,14.0408,13.8725,13.9124,14.1463,14.3544,14.6101,13.9335,14.1504,14.3758,14.5708,14.7288,13.0663,14.0026,14.0364,14.0254,14.0381,14.257,14.299,14.3554,15.0722,14.1555,13182.567385564074,5579615.841243333,9525565.86025339,2685913.380263072,9261786.153273785,13199176.353053376,4905900.630795173,2262141.3502351693,1079048.201720882,12022360.058762627,4842406.358446856,2176760.6234280104,1202156.0192798658,819268.7080077444
9.3,4.1,1.252,1.67475,0.004188,ONe,-3.409,0.0,0.0,13.2635,14.1041,14.0711,14.1233,14.0176,14.0304,14.2406,14.4374,14.6835,14.0491,14.2435,14.4589,14.647,14.7985,13.2086,14.1245,14.1412,14.1148,14.1166,14.3181,14.3527,14.4045,15.4017,14.3759,12589.254117941662,5084540.059205831,8581795.450979212,2490573.583644842,8107036.419077497,11845522.068777524,4499933.771433178,2096655.6708842977,1008993.1550440922,10813271.446545038,4446605.551667796,2017335.111183205,1121213.2205885465,768694.443866776
9.3,4.08,1.252,1.77873,0.004188,ONe,-3.489,0.0,0.0,13.4635,14.2083,14.1848,14.2062,14.1648,14.1486,14.3353,14.5208,14.7568,14.1631,14.3393,14.5427,14.7206,14.868,13.3557,14.2476,14.2458,14.2075,14.1962,14.3802,14.4069,14.4533,15.7512,14.6067,12022.644346174131,4619252.189433492,7728552.453425002,2307487.608176548,7079166.452098696,10623661.054576496,4124070.8910613707,1941632.8589197162,943122.7478023664,9735474.08954793,4071070.3370568827,1867488.9784261244,1047727.1789348306,721030.6759568307
9.3,4.06,1.252,1.89213,0.004188,ONe,-3.569,0.0,0.0,13.6636,14.3129,14.3005,14.2893,14.3202,14.2686,14.4313,14.6032,14.8303,14.2805,14.4337,14.6253,14.7969,14.9388,13.5089,14.3758,14.3501,14.3003,14.2761,14.4404,14.4592,14.5009,16.128,14.8493,11481.536214968817,4194997.18105858,6947333.684824422,2137466.798091741,6135106.752853821,9512051.789409274,3775079.6745340233,1799728.9932328053,881390.2053746742,8737699.510881884,3732059.902298034,1730685.0707108297,976625.8381316181,675513.0477796298
9.3,4.04,1.252,2.01046,0.004188,ONe,-3.649,0.0,0.0,13.8636,14.4202,14.4213,14.3743,14.4867,14.3944,14.5252,14.6895,14.9076,14.4027,14.5292,14.7121,14.8747,15.0121,13.6726,14.5092,14.4565,14.3922,14.3577,14.502,14.5152,14.5532,16.5285,15.108,10964.78196143185,3800245.674212643,6215816.125588695,1976511.6450490255,5262863.7167721875,8471380.83663163,3462311.370592393,1662214.6784624534,820820.5483920204,7807591.907636228,3417815.428203229,1597710.3455802125,909092.7829442973,631413.3238797197
9.3,4.02,1.252,2.12845,0.004188,ONe,-3.729,0.0,0.0,14.0636,14.4693,14.4907,14.3853,14.6286,14.4739,14.5568,14.6991,14.909,14.4758,14.5606,14.7212,14.8775,15.007,13.8115,14.6025,14.5053,14.4182,14.3642,14.4883,14.4961,14.535,17.1218,15.4157,10471.285480508985,3632216.0515353438,5830934.444655895,1956587.9631110847,4618087.145417472,7873252.979095487,3362994.228722503,1647582.2826365328,819762.8253489246,7299230.952980608,3320386.2433724357,1584375.242077276,906751.3482904283,634386.2218013543
9.3,4.0,1.252,2.23953,0.004188,ONe,-3.809,0.0,0.0,14.2636,14.6568,14.685,14.559,14.8442,14.671,14.741,14.8758,15.0758,14.6718,14.7458,14.895,15.044,15.1708,14.0252,14.802,14.695,14.6008,14.5368,14.6388,14.6292,14.6512,17.3938,15.667,10000.0,3056128.9391675363,4875488.751748275,1667321.6037381752,3786361.922404496,6566201.50289818,2838220.4310738947,1400125.9763942792,703020.8736639224,6093644.375772655,2799681.360370564,1350013.3009034104,777836.3055919394,545548.972304079
9.3,3.98,1.252,2.33981,0.004188,ONe,-3.889,0.0,0.0,14.4637,14.7754,14.8224,14.6522,15.0359,14.8156,14.8519,14.9679,15.1569,14.8098,14.8552,14.9879,15.1277,15.2489,14.2133,14.9548,14.8178,14.7055,14.6249,14.7061,14.6871,14.7027,17.8825,15.9767,9549.92586021436,2739880.827219387,4295939.522522524,1530168.9230813577,3173526.4621907095,5747436.823888649,2562631.274613363,1286255.109920892,652421.433305836,5366326.65591202,2531329.0655769943,1239304.5591185768,720125.5335774425,507684.31031277135
9.3,3.96,1.252,2.42814,0.004188,ONe,-3.969,0.0,0.0,14.6637,14.9023,14.9661,14.7484,15.2415,14.9688,14.9665,15.0646,15.2411,14.9571,14.9695,15.084,15.2128,15.3275,14.4173,15.1187,14.9473,14.8154,14.7163,14.7738,14.7444,14.753,18.4189,16.3112,9120.108393559096,2437651.8183904877,3763380.747280092,1400423.459803521,2626044.7586840396,4991076.266455268,2305930.013408758,1176649.495944432,603737.5944666341,4685512.547846894,2278392.8332612,1134326.4196401953,665837.4371868158,472230.1830628751
9.3,3.94,1.252,2.50519,0.004188,ONe,-4.049,0.0,0.0,14.8637,15.0352,15.12,14.8516,15.4605,15.1304,15.0885,15.168,15.3291,15.1137,15.0912,15.1868,15.3037,15.4102,14.631,15.2914,15.0848,14.9332,14.813,14.848,14.8091,14.8101,18.9844,16.6619,8709.635899560806,2156808.9316265592,3266014.878179552,1273442.609867051,2146357.814841304,4300849.110468054,2060848.763516931,1069761.8675811617,556734.6093475546,4056178.9347143727,2036801.0297426817,1031853.5136725239,612361.9678788251,437596.4015017476
9.3,3.92,1.252,2.57272,0.004188,ONe,-4.129,0.0,0.0,15.0637,15.1554,15.2702,14.926,15.7098,15.2967,15.1951,15.2436,15.3863,15.2707,15.1976,15.2621,15.3622,15.459,14.8761,15.4745,15.2128,15.031,14.8804,14.8812,14.8438,14.8607,19.7183,17.0946,8317.63771102671,1930775.0287374703,2844056.1003993764,1189102.7333950729,1706012.1663488653,3690066.6136534857,1868125.8157122692,997808.3021153477,528163.2994165479,3510080.7311103432,1846667.0743014582,962715.6844995264,580240.7289126969,418363.4560500004
9.3,3.9,1.252,2.63208,0.004188,ONe,-4.209,0.0,0.0,15.2637,15.2976,15.4367,15.0293,15.9619,15.4798,15.3253,15.3478,15.4732,15.4461,15.3269,15.3655,15.4511,15.5401,15.1242,15.6695,15.3626,15.1549,14.9766,14.9572,14.9437,15.001,20.3957,17.4991,7943.282347242814,1693759.2239641696,2439709.733215978,1081183.4206876394,1352515.1048500906,3117412.024104386,1657013.7873180625,906498.5486418187,487537.7177822922,2986462.7711649127,1639338.3770720216,875261.9468665649,534623.7034432658,388252.0361257525
